year_ended,section,line,amount_gbp
2022,Income,Income from General Rate Fund,2881344
2022,Income,Interest and investment income,0
2022,Income,Surplus on disposal of fixed assets,19855
2022,Income,Dwelling rents (Housing Revenue Account),2836553
2022,Income,Housing Deficiency grant (central government),1026102
2022,Income,Other housing income (Housing Revenue Account),517682
2022,Finance & general purposes,Rate collection costs,29017
2022,Finance & general purposes,Election expenses,7587
2022,Finance & general purposes,Heat and light,20369
2022,Finance & general purposes,"Printing, stationery, telephone & rent",63581
2022,Finance & general purposes,Caretaker's wages,25612
2022,Finance & general purposes,Salaries,700513
2022,Finance & general purposes,Pensions (employer contributions),166829
2022,Finance & general purposes,Staff training,7129
2022,Finance & general purposes,Business continuity plans,18
2022,Finance & general purposes,Fuel & repairs for vehicle,1177
2022,Finance & general purposes,Depreciation,31503
2022,Finance & general purposes,Doubtful debts,0
2022,Finance & general purposes,Fixed penalties (income),-1283
2022,Finance & general purposes,Administration fees (income),-81840
2022,Legal audit & insurance,Audit fees,11950
2022,Legal audit & insurance,Internal audit fees,2500
2022,Legal audit & insurance,Legal expenses,2242
2022,Legal audit & insurance,Insurance,12561
2022,Miscellaneous & civic expenses,Advertising,915
2022,Miscellaneous & civic expenses,Members' expenses,3839
2022,Miscellaneous & civic expenses,Chairman's expenses,1791
2022,Miscellaneous & civic expenses,Town Band,2000
2022,Miscellaneous & civic expenses,Municipal Sunday,0
2022,Miscellaneous & civic expenses,War Memorial,736
2022,Miscellaneous & civic expenses,Incidental,3810
2022,Miscellaneous & civic expenses,Town Warden,1444
2022,Miscellaneous & civic expenses,Bank & debit card reader charges,14031
2022,Miscellaneous & civic expenses,Amenity byelaw regulations,215
2022,Miscellaneous & civic expenses,Ramsey Town centre management,-30
2022,Miscellaneous & civic expenses,Incidental (income),-3046
2022,Miscellaneous & civic expenses,Flat regulation fees (income),-2150
2022,Miscellaneous & civic expenses,Skills Development Scheme assistance (income),0
2022,Miscellaneous & civic expenses,Search fees (income),-27100
2022,Property,Heating oil,48270
2022,Property,Communal area electricity,4379
2022,Property,Garage repairs,769
2022,Property,Heating charges (income),-46421
2022,Property,Drying tokens (income),-322
2022,Property,Restroom hire (income),-143
2022,Property,Garage rents (income),-1352
2022,Property,Workshops - Maintenance,29009
2022,Property,Workshops - Rates and insurance,11558
2022,Property,Town Hall - Maintenance,33614
2022,Property,Town Hall - Rates and insurance,11924
2022,Property,Town Hall - Depreciation,57200
2022,Property,Town Hall - Rental & hire income,-26098
2022,Property,Town Hall - Registry office income,-11146
2022,Property,Public Conveniences - Contract cleaners,24149
2022,Property,Public Conveniences - Maintenance,9642
2022,Property,Public Conveniences - Rates and insurance,7120
2022,Property,Public Conveniences - Cleaning materials,3395
2022,Property,Public Conveniences - Depreciation,10640
2022,Property,Ramsey Courthouse - Maintenance,4164
2022,Property,Ramsey Courthouse - Rates and insurance,3220
2022,Property,Ramsey Courthouse - Heat and light,4622
2022,Property,Ramsey Courthouse - Rental and hire income,-3880
2022,Property,Housing Revenue Account administration charge (income),-156215
2022,"Highways, car parks & local services",Foreshore flags and deckchairs,2044
2022,"Highways, car parks & local services",Car Parks - Operational costs,14853
2022,"Highways, car parks & local services",Car parking spaces income,-24993
2022,"Highways, car parks & local services",Seats promenade shelters street nameplates & town clock maintenance,13103
2022,"Highways, car parks & local services",Street and decorative lighting maintenance,102040
2022,"Highways, car parks & local services",CCTV town area,2757
2022,"Highways, car parks & local services",Local services,152521
2022,"Highways, car parks & local services",Property repairs private sector,4491
2022,"Highways, car parks & local services",Depreciation,26939
2022,Refuse & Civic Amenity Site,Refuse - Wages,267547
2022,Refuse & Civic Amenity Site,Refuse - Operational costs,659637
2022,Refuse & Civic Amenity Site,Refuse - Depreciation,54098
2022,Refuse & Civic Amenity Site,Refuse - Collection charges (income),-102751
2022,Refuse & Civic Amenity Site,Refuse - Sale of bins (income),-106
2022,Refuse & Civic Amenity Site,Sewers and Pumps - Government refund re sewer connections (income),-57762
2022,Refuse & Civic Amenity Site,Civic Amenity Site - Operational costs,44209
2022,Refuse & Civic Amenity Site,Civic Amenity Site - Labour costs,169552
2022,Refuse & Civic Amenity Site,Civic Amenity Site - Waste haulage and disposal,209213
2022,Refuse & Civic Amenity Site,Civic Amenity Site - Rent and rates,21356
2022,Refuse & Civic Amenity Site,Civic Amenity Site - Depreciation,8397
2022,Refuse & Civic Amenity Site,Civic Amenity Site - Parish contributions from other six parishes (income),-415000
2022,Refuse & Civic Amenity Site,Civic Amenity Site - Recycling and scrap income,-66799
2022,"Parks, leisure & library",Publicity,0
2022,"Parks, leisure & library",Seasonal entertaining and attractions,43981
2022,"Parks, leisure & library",Ramsey in Bloom,10904
2022,"Parks, leisure & library",TT week events (costs),0
2022,"Parks, leisure & library",Camper van permit income,-5467
2022,"Parks, leisure & library",Advertising income,0
2022,"Parks, leisure & library",TT week events (income),0
2022,"Parks, leisure & library",Mooragh Park amusements maintenance,10706
2022,"Parks, leisure & library",Mooragh Park Gardens and Land - Wages,146897
2022,"Parks, leisure & library",Mooragh Park Gardens and Land - Maintenance,46476
2022,"Parks, leisure & library",Mooragh Park Gardens and Land - Skate Park,2371
2022,"Parks, leisure & library",Mooragh Park Gardens and Land - Depreciation,34886
2022,"Parks, leisure & library",Mooragh Park Gardens and Land - Area rents (income),-603
2022,"Parks, leisure & library",Trading Concessions - Rates insurance and licences,6250
2022,"Parks, leisure & library",Trading Concessions - Courts and greens maintenance,4304
2022,"Parks, leisure & library",Trading Concessions - Maintenance of buildings,2182
2022,"Parks, leisure & library",Trading Concessions - Depreciation,4070
2022,"Parks, leisure & library",Trading Concessions - Rent & rates (income),-54790
2022,"Parks, leisure & library",Swimming Pool - Northern Local Authority Swimming Pool Board rate contribution,17000
2022,"Parks, leisure & library",Maintenance of Properties,1503
2022,"Parks, leisure & library",Ramsey & Northern Districts Housing Committee - Wages etc,33149
2022,"Parks, leisure & library",Ramsey & Northern Districts Housing Committee - Income,-36356
2022,"Parks, leisure & library",Library - Salaries,95643
2022,"Parks, leisure & library",Library - Repairs and maintenance,19372
2022,"Parks, leisure & library",Library - Depreciation,24540
2022,"Parks, leisure & library",Library fee income,-8192
2022,Pension current service cost,Net pension current service cost (FRS102/IAS19),274000
2022,Housing Revenue Account,Repairs & maintenance,787389
2022,Housing Revenue Account,Supervision & management (recharge from Property),156215
2022,Housing Revenue Account,"Rent, rates, taxes & other charges",494268
2022,Housing Revenue Account,Provision for doubtful debts,0
2022,Housing Revenue Account,Depreciation,895455
2022,Housing Revenue Account,Impairment,430772
2022,Housing Revenue Account,Rates surfeit,18739
2022,Finance costs,Interest payable on borrowing,1511871
2022,Finance costs,Net pension interest cost (FRS102/IAS19),107000
2023,Income,Income from General Rate Fund,3130602
2023,Income,Interest and investment income,1306
2023,Income,Surplus on disposal of fixed assets,181180
2023,Income,Dwelling rents (Housing Revenue Account),2880343
2023,Income,Housing Deficiency grant (central government),1059048
2023,Income,Other housing income (Housing Revenue Account),564558
2023,Finance & general purposes,Rate collection costs,31516
2023,Finance & general purposes,Election expenses,28
2023,Finance & general purposes,Heat and light,12535
2023,Finance & general purposes,"Printing, stationery, telephone & rent",74541
2023,Finance & general purposes,Caretaker's wages,26518
2023,Finance & general purposes,Salaries,723282
2023,Finance & general purposes,Pensions (employer contributions),175005
2023,Finance & general purposes,Staff training,22094
2023,Finance & general purposes,Business continuity plans,0
2023,Finance & general purposes,Fuel & repairs for vehicle,615
2023,Finance & general purposes,Depreciation,39391
2023,Finance & general purposes,Doubtful debts,89471
2023,Finance & general purposes,Fixed penalties (income),-1307
2023,Finance & general purposes,Administration fees (income),-95402
2023,Legal audit & insurance,Audit fees,14078
2023,Legal audit & insurance,Internal audit fees,7500
2023,Legal audit & insurance,Legal expenses,2347
2023,Legal audit & insurance,Insurance,14614
2023,Miscellaneous & civic expenses,Advertising,4006
2023,Miscellaneous & civic expenses,Members' expenses,3743
2023,Miscellaneous & civic expenses,Chairman's expenses,511
2023,Miscellaneous & civic expenses,Town Band,2000
2023,Miscellaneous & civic expenses,Municipal Sunday,770
2023,Miscellaneous & civic expenses,War Memorial,583
2023,Miscellaneous & civic expenses,Incidental,22289
2023,Miscellaneous & civic expenses,Town Warden,17306
2023,Miscellaneous & civic expenses,Bank & debit card reader charges,16824
2023,Miscellaneous & civic expenses,Amenity byelaw regulations,714
2023,Miscellaneous & civic expenses,Ramsey Town centre management,1850
2023,Miscellaneous & civic expenses,Incidental (income),-6076
2023,Miscellaneous & civic expenses,Flat regulation fees (income),-400
2023,Miscellaneous & civic expenses,Skills Development Scheme assistance (income),-4003
2023,Miscellaneous & civic expenses,Search fees (income),-23100
2023,Property,Heating oil,63528
2023,Property,Communal area electricity,4082
2023,Property,Garage repairs,1589
2023,Property,Heating charges (income),-45940
2023,Property,Drying tokens (income),-892
2023,Property,Restroom hire (income),0
2023,Property,Garage rents (income),-1352
2023,Property,Workshops - Maintenance,61006
2023,Property,Workshops - Rates and insurance,13903
2023,Property,Town Hall - Maintenance,52058
2023,Property,Town Hall - Rates and insurance,13877
2023,Property,Town Hall - Depreciation,57200
2023,Property,Town Hall - Rental & hire income,-26244
2023,Property,Town Hall - Registry office income,-11488
2023,Property,Public Conveniences - Contract cleaners,24013
2023,Property,Public Conveniences - Maintenance,15094
2023,Property,Public Conveniences - Rates and insurance,8044
2023,Property,Public Conveniences - Cleaning materials,3219
2023,Property,Public Conveniences - Depreciation,10640
2023,Property,Ramsey Courthouse - Maintenance,12065
2023,Property,Ramsey Courthouse - Rates and insurance,3596
2023,Property,Ramsey Courthouse - Heat and light,4269
